date,festival_flag,festival_name,aqi,daily_admissions,daily_emergency_walkins,daily_opd_visits,department_ward,daily_bed_occupancy,daily_icu_occupancy,oxygen_usage_per_day,oxygen_stock_level,medical_supply_stock_level,ambulance_requests,doctors_per_shift,nurses_per_shift,support_staff_per_shift,ventilator_usage,patient_waiting_time,symptoms_diagnosis,epidemic_indicator,near_hospital_1_name,near_hospital_1_distance_km,near_hospital_1_contact,near_hospital_2_name,near_hospital_2_distance_km,near_hospital_2_contact,near_hospital_3_name,near_hospital_3_distance_km,near_hospital_3_contact
2024-07-30,0,None,94,69,23,98,Orthopedic,82,58,58,110,193,12,11,12,9,22,53,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-07-31,0,None,119,41,16,90,ICU,81,41,65,90,184,17,7,22,17,21,37,Fever,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-01,0,None,138,77,28,62,Orthopedic,65,86,38,44,104,17,10,18,18,5,14,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-02,0,None,116,42,13,72,General,59,46,70,77,93,18,11,15,19,9,58,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-03,0,None,155,51,21,146,Surgery,75,63,45,126,88,7,13,10,14,19,47,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-04,0,None,128,50,12,141,General,72,67,107,110,167,9,7,24,8,23,44,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-05,0,None,107,73,28,113,Pediatrics,87,39,81,90,161,10,14,14,10,16,22,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-06,0,None,81,69,17,132,General,51,56,105,93,91,5,6,21,10,22,53,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-07,0,None,128,59,17,98,ICU,66,63,107,46,197,11,5,18,11,16,11,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-08,0,None,106,63,11,132,Surgery,56,40,57,93,187,10,9,10,15,6,50,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-09,0,None,130,54,20,92,Orthopedic,94,34,105,42,55,6,10,20,13,9,34,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-10,0,None,141,69,23,109,Surgery,73,80,40,106,117,7,9,18,11,6,17,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-11,0,None,111,54,24,129,Pediatrics,60,71,50,97,145,11,6,17,17,22,7,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-12,0,None,146,70,24,114,ICU,57,77,103,138,120,6,13,13,12,19,11,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-13,0,None,131,54,18,120,General,83,33,82,80,129,11,10,24,16,21,39,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-14,0,None,86,63,13,125,General,76,35,59,56,116,13,7,12,10,9,22,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-15,0,None,89,66,25,104,Surgery,94,89,50,125,161,7,14,20,12,16,52,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-16,0,None,97,59,10,146,ICU,54,31,31,134,56,14,9,16,13,11,9,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-17,0,None,159,54,28,117,ICU,64,64,85,82,57,15,6,15,13,23,21,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-18,0,None,81,75,28,96,ICU,77,84,33,105,63,5,14,24,9,19,48,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-19,0,None,135,55,25,98,Surgery,74,49,62,45,161,7,10,23,11,17,20,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-20,0,None,159,49,13,87,Orthopedic,67,36,74,71,182,11,9,23,12,22,26,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-21,0,None,154,67,29,135,General,55,84,46,103,62,14,9,11,14,20,40,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-22,0,None,159,47,20,104,General,72,67,81,125,180,15,12,11,16,6,28,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-23,0,None,96,44,10,90,Surgery,87,67,49,63,64,8,12,14,15,6,21,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-24,0,None,149,52,12,94,Surgery,75,78,34,149,189,12,10,21,13,24,10,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-25,0,None,135,63,25,108,ICU,70,66,64,131,190,5,8,21,14,14,31,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-26,0,None,99,73,29,136,General,72,44,78,116,110,18,6,22,11,12,35,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-27,0,None,90,78,22,100,Surgery,78,42,63,115,141,7,10,19,11,17,39,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-28,0,None,129,56,23,147,ICU,52,43,66,132,135,7,10,10,11,12,54,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-29,0,None,132,40,26,81,ICU,65,73,45,56,151,16,11,20,19,20,48,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-30,0,None,126,50,14,138,Orthopedic,60,85,57,93,130,9,13,12,19,6,24,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-08-31,0,None,128,42,26,60,Orthopedic,79,41,44,51,168,7,12,19,18,17,21,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-01,0,None,91,76,12,148,General,71,68,66,42,136,14,9,14,8,6,55,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-02,0,None,156,48,29,109,Pediatrics,80,42,68,50,100,5,14,14,12,21,8,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-03,0,None,96,69,21,111,ICU,70,73,87,140,104,6,7,20,19,15,8,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-04,0,None,145,78,27,91,ICU,59,66,47,64,59,13,5,18,16,17,30,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-05,0,None,143,64,26,104,General,59,63,101,98,51,13,7,19,16,14,57,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-06,0,None,155,52,15,124,Pediatrics,93,39,44,112,181,10,8,23,13,8,40,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-07,1,Ganesh Chaturthi,109,127,42,175,Orthopedic,79,39,49,78,56,18,5,11,12,5,16,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-08,0,None,104,71,18,115,ICU,59,44,65,91,52,19,6,17,19,22,15,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-09,0,None,154,58,15,90,ICU,56,51,39,138,179,11,14,17,12,5,26,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-10,0,None,101,45,15,145,ICU,55,44,67,45,65,11,11,18,14,17,35,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-11,0,None,95,43,22,62,Surgery,78,42,66,124,98,6,7,12,15,20,24,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-12,0,None,114,63,24,69,Pediatrics,64,51,44,137,176,5,11,16,18,19,36,Accident,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-13,0,None,91,65,22,76,ICU,57,42,78,48,146,18,11,15,14,18,8,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-14,0,None,157,52,29,131,Pediatrics,69,75,54,56,113,9,7,13,15,12,14,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-15,0,None,148,60,14,88,Pediatrics,58,76,90,122,87,14,12,18,12,21,47,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-16,0,None,130,43,26,63,ICU,87,56,60,58,80,15,8,23,10,16,21,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-17,0,None,91,71,22,82,ICU,54,31,97,46,68,17,14,16,8,13,35,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-18,0,None,111,42,27,84,Surgery,84,35,63,114,143,15,13,21,11,7,20,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-19,0,None,145,57,15,115,Pediatrics,67,51,49,120,151,18,13,19,13,6,59,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-20,0,None,98,57,22,146,General,83,67,70,71,186,16,7,18,14,17,10,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-21,0,None,85,63,27,78,General,63,59,87,88,162,14,6,22,9,8,57,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-22,0,None,154,59,26,132,Pediatrics,72,80,64,88,159,18,9,14,14,7,26,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-23,0,None,134,48,13,63,Pediatrics,60,86,34,115,159,11,8,15,16,9,38,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-24,0,None,105,77,28,138,Orthopedic,65,64,51,65,61,19,5,24,11,5,45,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-25,0,None,123,50,11,97,General,59,65,82,110,172,15,12,13,13,11,42,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-26,0,None,93,42,23,110,ICU,59,38,42,88,193,12,13,11,11,8,29,Accident,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-27,0,None,130,77,26,88,Orthopedic,53,88,105,103,137,12,9,20,10,12,30,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-28,0,None,130,74,26,66,General,63,44,71,44,106,9,6,10,11,11,38,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-29,0,None,134,40,10,134,ICU,64,84,55,127,184,14,9,22,17,13,48,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-09-30,0,None,96,60,28,94,Surgery,66,30,52,84,198,14,14,16,19,10,53,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-01,0,None,126,62,10,111,Surgery,74,42,98,73,159,8,11,16,19,5,13,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-02,0,None,158,46,10,64,Orthopedic,75,33,101,106,199,16,9,10,9,19,6,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-03,1,Navratri,122,105,54,150,Orthopedic,64,80,42,96,169,5,7,20,9,19,21,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-04,0,None,132,61,14,78,General,85,66,61,79,117,12,6,23,17,6,10,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-05,0,None,153,71,28,63,Orthopedic,86,78,74,65,112,12,5,22,16,15,47,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-06,0,None,117,44,21,79,ICU,60,88,30,112,63,16,7,23,11,15,29,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-07,0,None,101,51,20,134,Orthopedic,62,54,104,65,112,8,14,13,17,14,51,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-08,0,None,137,79,14,138,Surgery,50,52,47,58,127,18,7,18,10,20,43,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-09,0,None,126,68,27,120,Orthopedic,79,66,92,119,124,14,9,15,9,18,18,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-10,0,None,132,72,13,80,ICU,50,54,32,135,118,5,10,20,9,7,46,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-11,0,None,133,56,25,90,General,52,61,64,138,189,14,8,20,10,9,39,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-12,0,None,147,52,27,118,Pediatrics,89,83,101,125,104,7,8,13,11,14,9,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-13,0,None,132,69,25,64,ICU,87,54,54,145,100,12,11,13,15,16,55,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-14,0,None,136,74,21,86,General,75,67,101,112,123,8,7,24,18,15,59,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-15,0,None,114,75,24,78,ICU,82,64,66,86,101,8,8,22,16,20,46,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-16,0,None,80,64,17,122,Surgery,83,80,57,109,151,9,11,20,19,11,6,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-17,0,None,122,66,18,136,Pediatrics,60,79,50,103,105,19,12,23,16,6,14,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-18,0,None,128,61,22,114,ICU,53,58,79,130,197,8,6,13,17,10,53,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-19,0,None,117,46,23,91,Orthopedic,66,42,92,70,182,14,6,24,11,12,56,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-20,0,None,125,41,10,66,General,66,44,37,147,140,10,13,13,8,21,33,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-21,0,None,89,72,15,101,ICU,71,59,80,113,108,17,7,21,15,23,33,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-22,0,None,136,44,26,94,Surgery,60,40,68,121,189,15,10,20,14,16,29,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-23,0,None,101,66,23,125,Surgery,70,65,33,88,51,19,7,18,13,19,55,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-24,0,None,120,78,15,148,Pediatrics,76,83,31,68,119,16,8,12,11,14,25,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-25,0,None,96,77,13,66,ICU,63,44,109,111,76,13,5,23,13,18,41,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-26,0,None,114,78,14,107,Pediatrics,86,62,55,44,144,7,9,19,8,22,57,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-27,0,None,138,76,20,65,ICU,92,38,70,86,100,10,10,13,19,10,50,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-28,0,None,88,63,27,85,General,77,33,55,53,65,18,13,14,16,13,15,Accident,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-29,0,None,110,54,28,96,General,88,83,100,59,198,7,11,13,17,13,54,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-30,0,None,99,66,10,111,ICU,77,69,102,58,163,18,11,24,19,12,30,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-10-31,1,Diwali,139,96,57,145,ICU,69,76,30,134,121,7,6,21,8,19,5,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-01,0,None,239,65,29,67,ICU,77,60,82,123,179,9,5,20,18,12,15,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-02,0,None,260,69,29,72,Orthopedic,62,83,109,75,78,17,13,18,11,15,50,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-03,0,None,257,54,26,76,Pediatrics,74,73,106,92,149,6,9,14,10,7,14,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-04,0,None,284,79,22,60,ICU,74,66,61,76,66,10,7,17,12,11,5,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-05,0,None,328,71,26,99,Pediatrics,57,30,75,78,72,16,6,19,17,15,44,Headache,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-06,0,None,291,72,19,139,Pediatrics,53,31,47,111,58,16,7,21,10,22,15,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-07,1,Chhath Puja,240,106,52,130,Surgery,57,74,58,66,93,9,7,22,13,12,30,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-08,0,None,323,66,22,105,Surgery,82,41,36,48,153,13,5,10,18,20,47,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-09,0,None,271,63,28,77,Orthopedic,85,33,87,74,96,7,5,16,13,12,33,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-10,0,None,339,83,27,88,Orthopedic,93,59,102,49,66,13,14,24,9,21,40,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-11,0,None,318,90,14,123,ICU,88,46,109,143,131,18,14,20,17,5,59,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-12,0,None,265,82,10,147,Orthopedic,83,70,74,139,107,15,13,16,15,10,38,Breathing issue,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-13,0,None,309,55,14,81,General,72,63,70,137,80,16,11,15,11,21,50,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
